,completeness,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,sodium_100g
0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2625,165.0,690.0,2.0,2.0,65.0,12.6,1.5,0.0,0.0
2,0.4875,0.0,0.0,1.4,0.9,9.8,9.8,2.7,0.1,0.04
3,0.575,57.0,238.0,0.2,0.1,3.9,3.9,10.0,0.09,0.036
4,0.275,375.0,1569.0,7.0,3.08,70.1,15.0,7.8,1.4,0.56
5,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.275,163.9,685.8,1.9,1.0,0.0,0.0,15.3,1.1,0.44
7,0.375,194.0,812.0,11.0,3.9,5.7,0.05,18.0,0.0,0.0
8,0.375,874.9,3661.0,15.1,6.1,2.6,1.0,15.7,2.1,0.84
9,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.7625,0.0,936.0,8.2,2.2,29.0,22.0,5.1,4.6,1.84
12,0.275,21.0,88.0,0.0,0.0,4.8,0.4,0.2,2.04,0.816
13,0.275,60.0,251.0,3.0,1.0,10.0,3.0,2.0,1.15,0.46
14,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.275,52.0,218.0,0.5,0.1,12.0,11.0,0.5,0.0,0.0
16,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.375,63.0,264.0,0.0,0.0,15.5,15.5,0.2,0.0,0.0
22,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.375,32.0,134.0,0.3,0.1,5.3,3.9,0.9,0.42,0.168
26,0.275,129.0,540.0,4.9,3.1,16.3,16.3,4.4,0.25,0.1
27,0.4,155.0,649.0,10.6,3.3,1.1,1.1,12.6,0.0,0.0
28,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.475,73.0,305.0,4.3,3.0,4.3,1.6,3.3,0.1,0.04
31,0.275,222.0,929.0,3.3,2.1,38.4,1.8,11.7,0.678,0.2712
32,0.475,0.0,2415.0,44.0,28.0,30.0,27.0,7.1,0.025,0.01
33,0.275,290.0,1213.0,9.4,4.5,41.0,2.0,12.5,0.9,0.36
34,0.3875,219.0,916.0,5.9,0.5,30.3,1.7,9.7,0.464,0.1856
35,0.575,381.0,1594.0,22.0,15.5,27.3,21.9,4.6,0.1,0.04
36,0.275,469.0,1962.0,25.0,4.9,58.0,44.0,0.8,0.5,0.2
37,0.275,100.0,418.0,0.0,0.0,24.0,23.0,0.0,3.2,1.28
38,0.275,157.0,657.0,21.0,12.0,39.0,20.0,7.8,1.5,0.6
39,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.275,98.0,410.0,3.3,3.3,7.6,7.5,4.6,0.027,0.0108
42,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.275,118.0,494.0,4.3,1.2,17.1,12.7,2.7,0.1,0.04
45,0.375,793.0,3318.0,21.7,15.0,66.3,32.1,6.8,0.68,0.272
46,0.475,157.0,657.0,0.0,0.0,36.0,27.0,0.6,0.0,0.0
47,0.275,153.0,640.0,9.1,2.5,9.2,0.9,8.3,2.8,1.12
48,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.275,72.0,301.0,2.2,0.5,5.2,1.2,7.0,0.18,0.072
50,0.375,143.0,598.0,12.7,1.0,3.9,1.0,1.9,0.27,0.108
51,0.4875,207.0,866.0,6.7,3.8,27.5,0.6,8.9,0.4,0.16
52,0.275,162.0,678.0,3.7,1.0,20.7,3.8,9.1,0.194,0.0776
53,0.275,174.0,728.0,2.3,0.4,29.3,1.4,8.9,0.531,0.2124
54,0.2625,216.0,904.0,4.5,2.1,31.5,1.0,12.5,4.51,1.804
55,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.275,18.0,75.0,0.2,0.1,2.2,2.1,0.9,5.0,2.0
58,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.275,169.0,707.0,5.6,0.0,22.7,21.6,5.8,0.443,0.1772
62,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.2625,100.0,418.0,2.0,1.0,10.0,10.0,2.0,9.0,3.6
64,0.375,130.0,544.0,7.2,2.4,1.0,1.0,17.0,0.3,0.12
65,0.4875,172.0,720.0,4.4,1.2,23.3,4.6,8.4,3.58,1.432
66,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.275,964.0,4033.0,25.0,9.7,1.0,0.1,20.0,2.6,1.04
68,0.275,48.0,201.0,0.2,0.0,12.0,11.0,0.2,0.02,0.008
69,0.275,298.0,1247.0,5.7,3.0,58.0,38.0,3.4,0.6,0.24
70,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.475,114.0,477.0,8.1,0.9,5.7,1.4,3.9,0.31,0.124
74,0.3,536.0,2243.0,28.57,28.57,64.29,14.29,3.57,0.0,0.0
75,0.4,464.0,1941.0,17.86,0.0,60.71,17.86,17.86,0.635,0.254
76,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.275,278.0,1163.0,1.4,0.3,53.0,1.3,12.0,1.8,0.72
78,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.4875,150.0,628.0,5.9,3.7,18.6,17.4,5.1,0.34,0.136
80,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.375,397.0,1661.0,33.0,21.6,0.1,0.1,25.0,1.3,0.52
82,0.275,16.0,67.0,0.3,0.1,1.0,0.7,1.3,18.3,7.32
83,0.375,197.0,824.0,13.0,4.0,3.0,0.9,17.0,1.1,0.44
84,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.375,197.0,824.0,5.0,1.1,28.7,3.0,8.4,0.467,0.1868
86,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.4875,213.0,891.0,6.2,0.8,30.0,1.7,8.1,5.39,2.156
88,0.275,191.0,799.0,5.1,1.2,24.4,2.3,8.9,0.4,0.16
89,0.675,160.0,669.0,2.2,0.5,25.2,0.6,9.5,0.358,0.1432
90,0.275,194.0,812.0,5.6,0.8,27.7,1.6,9.6,0.438,0.1752
91,0.3875,253.0,1059.0,17.0,2.6,0.5,0.5,23.0,2.5,1.0
92,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.275,214.0,895.0,16.0,3.5,12.0,2.0,4.2,1.1,0.44
94,0.375,235.0,983.0,15.0,7.5,1.0,1.0,24.0,2.0,0.8
95,0.375,561.0,2347.0,34.0,3.13,54.3,53.1,7.8,3.0,1.2
96,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.475,5.0,21.0,36.0,5.0,48.0,40.0,2.0,1.0,0.4
102,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.275,290.0,1213.0,8.5,0.96,37.3,6.5,12.6,1.2,0.48
106,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.2625,1.0,4.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0
109,0.275,76.0,318.0,1.3,0.3,9.4,1.0,5.7,0.134,0.0536
110,0.275,290.0,1213.0,4.5,4.5,41.0,2.0,12.5,2.3,0.92
111,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.375,64.0,268.0,2.3,2.3,1.8,1.4,3.7,0.4,0.16
120,0.275,114.0,477.0,4.1,0.5,15.4,0.9,3.2,0.2,0.08
121,0.275,212.0,887.0,5.8,3.7,32.0,2.0,9.4,1.3,0.52
122,0.475,325.0,1360.0,29.0,11.0,0.0,0.0,16.0,1.6,0.64
123,0.275,196.0,820.0,4.1,1.1,29.4,3.3,9.6,1.5,0.6
124,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.275,118.0,494.0,10.0,0.5,3.3,1.9,1.0,1.0,0.4
127,0.275,451.0,1887.0,17.0,2.1,66.0,4.9,5.8,2.2,0.88
128,0.275,188.0,787.0,4.8,1.5,23.1,4.1,10.6,1.8,0.72
129,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.275,282.0,1180.0,0.1,0.03,70.0,63.0,0.4,0.03,0.012
134,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.275,219.0,916.0,7.1,4.3,29.9,1.9,8.7,1.2,0.48
136,0.275,224.0,937.0,0.1,0.0,55.0,55.0,0.4,0.0,0.0
137,0.275,194.0,812.0,5.6,0.8,27.7,1.6,9.6,1.1,0.44
138,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.275,287.0,1201.0,14.0,5.6,42.9,1.9,12.3,1.5,0.6
140,0.575,52.0,221.0,0.5,0.1,13.0,11.5,0.5,0.01,0.004
141,0.275,73.0,305.0,3.7,0.5,6.6,1.9,2.8,1.166,0.4664
142,0.4,607.0,2540.0,57.14,5.36,17.86,3.57,17.86,1.22428,0.489712
143,0.4,371.0,1552.0,1.43,0.0,77.14,0.0,8.57,0.0,0.0
144,0.4,462.0,1933.0,18.27,1.92,63.46,11.54,13.46,0.0,0.0
145,0.4,356.0,1490.0,0.0,0.0,80.0,0.0,8.89,0.0,0.0
146,0.4,438.0,1833.0,18.75,4.69,57.81,15.62,14.06,0.1397,0.05588
147,0.4,575.0,2406.0,37.5,22.5,55.0,42.5,5.0,0.0,0.0
148,0.4,857.0,3586.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0
149,0.4,333.0,1393.0,1.04,0.0,62.5,0.0,22.92,0.0,0.0
150,0.4,368.0,1540.0,1.75,0.0,73.68,0.0,14.04,0.0,0.0
151,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.4,533.0,2230.0,36.67,5.0,36.67,3.33,16.67,1.60782,0.643128
153,0.4,619.0,2590.0,42.86,4.76,38.1,0.0,19.05,0.09652,0.038608
154,0.4,606.0,2536.0,48.48,9.09,15.15,0.0,30.3,0.57658,0.230632
155,0.275,484.0,2025.0,20.1,4.5,68.6,29.8,7.4,0.08,0.032
156,0.275,548.0,2293.0,34.1,7.7,53.4,24.1,7.0,0.1,0.04
157,0.275,11.0,46.0,0.0,0.0,2.7,2.5,0.0,0.0,0.0
158,0.275,12.0,50.0,0.0,0.0,2.9,2.8,0.0,0.0,0.0
159,0.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.4,436.0,1824.0,18.18,1.82,60.0,21.82,14.55,0.02286,0.009144
161,0.4,629.0,2632.0,60.71,3.57,17.86,3.57,14.29,0.01016,0.004064
162,0.4,500.0,2092.0,26.67,23.33,66.67,16.67,3.33,0.0,0.0
163,0.275,411.0,1720.0,16.0,2.2,59.2,21.6,6.2,0.5,0.2
164,0.4,378.0,1582.0,2.22,0.0,77.78,2.22,8.89,0.0,0.0
165,0.4,262.0,1096.0,5.95,1.19,66.67,2.38,16.67,0.0254,0.01016
166,0.4,350.0,1464.0,17.5,7.5,42.5,32.5,7.5,0.28448,0.113792
167,0.4,500.0,2092.0,33.33,6.67,46.67,30.0,13.33,0.46482,0.185928
168,0.4,400.0,1674.0,10.91,2.73,69.09,27.27,10.91,0.02286,0.009144
169,0.4,567.0,2372.0,50.0,3.33,23.33,6.67,6.67,1.27,0.508
170,0.4,467.0,1954.0,20.0,2.22,60.0,33.33,8.89,0.19812,0.079248
171,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.15678,38.462712
172,0.4,370.0,1548.0,22.22,4.63,57.41,5.56,12.96,0.28194,0.112776
173,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.4,567.0,2372.0,46.67,8.33,30.0,6.67,16.67,1.016,0.4064
175,0.4,567.0,2372.0,43.33,6.67,30.0,6.67,16.67,1.35382,0.541528
176,0.4,533.0,2230.0,46.67,3.33,23.33,3.33,20.0,2.032,0.8128
177,0.4,533.0,2230.0,30.0,26.67,53.33,6.67,6.67,0.0,0.0
178,0.4,356.0,1490.0,6.67,0.0,64.44,11.11,13.33,0.01016,0.004064
179,0.4,500.0,2092.0,35.0,25.0,52.5,37.5,5.0,0.127,0.0508
180,0.4,500.0,2092.0,32.14,10.71,46.43,35.71,14.29,0.0,0.0
181,0.4,451.0,1887.0,21.57,3.92,58.82,3.92,11.76,0.27432,0.109728
182,0.4,400.0,1674.0,9.09,0.91,70.91,29.09,10.91,0.04572,0.018288
183,0.4,375.0,1569.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0
184,0.4,500.0,2092.0,28.57,5.36,55.36,23.21,10.71,0.0,0.0
185,0.4,660.0,2761.0,65.0,57.0,24.0,7.0,6.0,0.09398,0.037592
186,0.4,333.0,1393.0,0.0,0.0,62.22,2.22,22.22,0.0,0.0
187,0.4,362.0,1515.0,2.13,0.0,72.34,0.0,12.77,0.0,0.0
188,0.4,319.0,1335.0,2.13,0.0,68.09,0.0,12.77,0.0,0.0
189,0.4,464.0,1941.0,17.86,2.68,64.29,21.43,10.71,0.04572,0.018288
190,0.4,525.0,2197.0,35.0,15.0,50.0,37.5,7.5,1.651,0.6604
191,0.4,418.0,1749.0,14.55,1.82,65.45,21.82,12.73,0.0,0.0
192,0.4,489.0,2046.0,32.14,3.57,42.86,0.0,14.29,0.04572,0.018288
193,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.375,459.0,1920.0,35.0,4.3,16.0,0.5,16.0,1.4,0.56
197,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.475,25.0,105.0,42.75,17.275,0.475,0.075,13.05,1.1,0.44
199,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.275,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.2625,549.0,2297.0,35.0,2.6,46.0,39.0,9.8,0.1,0.04
203,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.4,0.0,1513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.7875,465.0,1946.0,39.5,6.0,41.0,40.2,0.0,0.2,0.08
210,0.4,356.0,1490.0,0.0,0.0,64.44,4.44,26.67,0.08382,0.033528
211,0.3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.275,385.0,1611.0,0.0,0.0,92.0,61.0,5.0,0.0,0.0
213,0.4,319.0,1335.0,5.32,0.0,53.19,8.51,17.02,0.05334,0.021336
214,0.4,378.0,1582.0,1.11,0.0,68.89,0.0,28.89,0.05588,0.022352
215,0.4,167.0,699.0,0.0,0.0,63.89,2.78,22.22,0.17526,0.070104
216,0.4,400.0,1674.0,0.0,0.0,66.67,2.22,24.44,0.04572,0.018288
217,0.4,378.0,1582.0,1.11,0.0,66.67,0.0,28.89,0.01778,0.007112
218,0.4,378.0,1582.0,1.11,0.0,68.89,8.89,28.89,0.05588,0.022352
219,0.4,353.0,1477.0,0.98,0.0,62.75,0.0,23.53,0.0508,0.02032
220,0.5,333.0,1393.0,0.0,0.0,62.22,8.89,20.0,0.02794,0.011176
221,0.4,304.0,1272.0,0.0,0.0,54.35,2.17,19.57,0.02794,0.011176
222,0.4,491.0,2054.0,25.45,8.18,58.18,9.09,10.91,0.254,0.1016
223,0.475,470.0,1966.0,28.6,18.3,45.9,32.3,6.2,1.3,0.52
224,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,0.4,455.0,1904.0,14.55,1.82,67.27,12.73,10.91,0.254,0.1016
226,0.4,364.0,1523.0,4.55,0.0,70.91,23.64,10.91,0.18542,0.074168
227,0.4,411.0,1720.0,8.93,1.79,73.21,21.43,14.29,0.0,0.0
228,0.275,77.0,322.0,0.4,0.1,16.8,12.3,0.4,0.01,0.004
229,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,0.4,356.0,1490.0,1.75,0.0,71.93,0.0,14.04,0.11684,0.046736
231,0.4,385.0,1611.0,9.23,3.08,60.0,1.54,13.85,1.13284,0.453136
232,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0.4,378.0,1582.0,0.0,0.0,80.0,0.0,13.33,0.02794,0.011176
234,0.4,375.0,1569.0,2.68,0.0,67.86,5.36,12.5,0.0,0.0
235,0.4,345.0,1443.0,1.72,0.0,67.24,1.72,12.07,0.0,0.0
236,0.4,333.0,1393.0,1.67,0.0,70.0,0.0,13.33,0.0,0.0
237,0.4,310.0,1297.0,1.72,0.86,60.34,5.17,13.79,2.75844,1.103376
238,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.90582,39.962328
239,0.4,375.0,1569.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0
240,0.4,367.0,1536.0,0.0,0.0,76.67,0.0,10.0,0.0,0.0
241,0.4,452.0,1891.0,3.23,0.0,96.77,0.0,12.9,0.0,0.0
242,0.4,324.0,1356.0,2.94,0.0,67.65,2.94,14.71,0.0,0.0
243,0.4,333.0,1393.0,1.67,0.0,73.33,0.0,10.0,0.0,0.0
244,0.4,436.0,1824.0,10.91,0.91,74.55,25.45,9.09,0.254,0.1016
245,0.4,371.0,1552.0,1.43,0.0,62.86,0.0,11.43,0.0,0.0
246,0.4,393.0,1644.0,1.79,0.0,78.57,0.0,14.29,0.0,0.0
247,0.4,571.0,2389.0,42.86,7.14,25.0,14.29,25.0,0.54356,0.217424
248,0.275,169.0,707.0,5.6,4.5,22.7,21.6,5.8,0.1,0.04
249,0.4,633.0,2648.0,50.0,10.0,30.0,6.67,16.67,0.0,0.0
250,0.4,583.0,2439.0,50.0,6.94,22.22,0.0,16.67,0.0,0.0
251,0.4,583.0,2439.0,55.56,8.33,13.89,0.0,19.44,0.07112,0.028448
252,0.4,643.0,2690.0,57.14,3.57,14.29,0.0,21.43,1.54178,0.616712
253,0.4,571.0,2389.0,50.0,7.14,17.86,3.57,28.57,1.13284,0.453136
254,0.4,571.0,2389.0,46.43,5.36,28.57,3.57,21.43,1.08966,0.435864
255,0.4,661.0,2766.0,57.14,7.14,21.43,3.57,21.43,1.08966,0.435864
256,0.4,607.0,2540.0,57.14,7.14,21.43,3.57,17.86,0.58928,0.235712
257,0.4,520.0,2176.0,28.0,4.0,60.0,32.0,12.0,0.2032,0.08128
258,0.4,640.0,2678.0,64.0,6.0,12.0,0.0,16.0,0.0,0.0
259,0.4,530.0,2218.0,42.42,6.06,21.21,0.0,18.18,0.0,0.0
260,0.4,433.0,1812.0,26.67,3.33,46.67,33.33,13.33,0.127,0.0508
261,0.4,704.0,2946.0,70.42,7.04,14.08,3.52,10.56,0.0,0.0
262,0.4,667.0,2791.0,56.67,5.0,20.0,6.67,26.67,0.0,0.0
263,0.475,153.0,640.0,5.8,3.9,20.0,16.3,4.4,0.1,0.04
264,0.4,857.0,3586.0,100.0,14.29,0.0,0.0,0.0,0.0,0.0
265,0.4,0.0,0.0,0.0,0.0,4.0,0.0,11.6,11.176,4.4704
266,0.4,857.0,3586.0,100.0,7.14,0.0,0.0,0.0,0.0,0.0
267,0.4,56.0,234.0,0.0,0.0,5.56,0.0,11.11,13.54582,5.418328
268,0.4,56.0,234.0,0.0,0.0,5.56,0.0,11.11,13.26388,5.305552
269,0.4,333.0,1393.0,0.0,0.0,86.67,86.67,0.0,0.03302,0.013208
270,0.4,308.0,1289.0,1.92,0.0,51.92,5.77,25.0,2.29616,0.918464
271,0.4,314.0,1314.0,1.43,0.0,57.14,8.57,22.86,1.81356,0.725424
272,0.4,300.0,1255.0,6.67,3.33,56.67,26.67,10.0,0.71882,0.287528
273,0.4,467.0,1954.0,26.67,10.0,53.33,36.67,10.0,0.21082,0.084328
274,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,0.4,525.0,2197.0,27.5,20.0,60.0,57.5,7.5,0.09652,0.038608
276,0.4,500.0,2092.0,41.18,11.76,17.65,2.94,26.47,0.97028,0.388112
277,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.4,500.0,2092.0,20.0,17.5,72.5,47.5,5.0,1.143,0.4572
279,0.275,97.0,406.0,6.1,2.9,9.1,3.6,2.9,0.9,0.36
280,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0.4,225.0,941.0,1.25,0.0,42.5,0.0,10.0,0.0,0.0
282,0.4,385.0,1611.0,7.69,1.92,65.38,0.0,15.38,0.0,0.0
283,0.4,385.0,1611.0,7.69,1.92,65.38,0.0,15.38,0.0,0.0
284,0.4,350.0,1464.0,1.7,1.25,75.0,0.0,12.5,0.03048,0.012192
285,0.4,341.0,1427.0,2.44,0.0,73.17,0.0,12.2,0.0,0.0
286,0.4,286.0,1197.0,1.79,0.0,64.29,0.0,10.71,0.0,0.0
287,0.4,368.0,1540.0,2.63,0.0,76.32,0.0,13.16,0.0,0.0
288,0.4,375.0,1569.0,6.25,0.0,67.5,0.0,12.5,0.0,0.0
289,0.4,418.0,1749.0,16.36,1.82,60.0,16.36,12.73,0.02286,0.009144
290,0.4,370.0,1548.0,2.17,0.0,73.91,0.0,13.04,0.02794,0.011176
291,0.4,375.0,1569.0,3.12,0.0,75.0,0.0,12.5,0.0,0.0
292,0.4,360.0,1506.0,4.0,0.0,72.0,0.0,12.0,0.0,0.0
293,0.4,340.0,1423.0,2.13,0.0,72.34,0.0,14.89,0.0,0.0
294,0.4,360.0,1506.0,2.0,0.0,78.0,0.0,10.0,0.02032,0.008128
295,0.4,200.0,837.0,3.33,0.0,66.67,0.0,13.33,0.0,0.0
296,0.3,333.0,1393.0,3.33,0.0,71.11,0.0,13.33,0.0,0.0
297,0.4,397.0,1661.0,6.9,0.0,68.97,0.0,20.69,0.0,0.0
298,0.4,365.0,1527.0,7.69,1.92,61.54,0.0,15.38,0.0,0.0
299,0.4,365.0,1527.0,7.69,1.92,38.46,0.0,15.38,0.0,0.0
300,0.475,32.0,134.0,8.5,5.4,1.8,1.6,5.2,3.1,1.24
301,0.4,425.0,1778.0,7.5,1.25,72.5,0.0,17.5,0.0,0.0
302,0.4,283.0,1184.0,2.17,0.0,69.57,0.0,15.22,0.0,0.0
303,0.4,450.0,1883.0,7.5,0.0,75.0,2.5,17.5,0.0,0.0
304,0.4,333.0,1393.0,3.33,0.0,77.78,0.0,6.67,0.0,0.0
305,0.4,356.0,1490.0,2.22,0.0,95.56,0.0,13.33,0.0,0.0
306,0.4,314.0,1314.0,1.96,0.0,66.67,0.0,5.88,0.0,0.0
307,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,0.4,340.0,1423.0,3.33,1.11,73.33,2.22,11.11,0.0,0.0
309,0.275,532.0,2226.0,30.0,18.0,58.0,51.0,6.8000001907349,0.66000002622604,0.264000010490416
310,0.4625,354.0,1481.0,4.17,0.0,77.08,0.0,6.25,0.0,0.0
311,0.4,333.0,1393.0,2.94,0.0,78.43,0.0,5.88,0.0,0.0
312,0.4,353.0,1477.0,0.98,0.0,78.43,0.0,7.84,0.0,0.0
313,0.4,356.0,1490.0,0.0,0.0,80.0,0.0,6.67,0.0,0.0
314,0.4,400.0,1674.0,2.22,0.0,71.11,2.22,15.56,0.02794,0.011176
315,0.4,347.0,1452.0,12.0,0.0,72.0,0.0,12.0,0.01778,0.007112
316,0.4,300.0,1255.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0
317,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,0.4,500.0,2092.0,35.71,3.57,39.29,0.0,17.86,0.0,0.0
319,0.5,300.0,1255.0,0.0,0.0,83.33,66.67,0.0,0.0,0.0
320,0.375,396.0,1657.0,0.5,0.0,97.0,65.0,0.5,0.0,0.0
321,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
