,completeness,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,sodium_100g
976,0.475,436.0,1824.0,13.3,1.4,71.8,0.0,0.0,1.6,0.64
977,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,0.3625,164.0,686.0,0.699999988079071,0.200000002980232,33.2000007629395,0.699999988079071,5.5,0.0,0.0
981,0.375,5.0,21.0,0.1,0.04,1.1,0.81,0.1,0.0,0.0
982,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,0.275,538.95,2255.0,32.78,2.8,55.06,46.19,3.77,0.1,0.04
984,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,0.3,336.0,1406.0,29.0,13.0,0.6,0.3,18.0,0.0,0.0
986,0.4875,0.0,2380.0,43.6,3.4,17.3,4.9,23.8,0.00575,0.0023
987,0.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,0.3,368.421052631579,1541.0,31.5789473684211,18.4210526315789,0.0,0.0,26.3157894736842,0.0,0.0
991,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,0.4,263.0,1100.0,3.51,0.0,52.63,8.77,7.02,1.71,0.684
995,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,0.5,228.0,954.0,2.63,0.0,47.37,8.77,5.26,1.4025,0.561
997,0.3,137.0,573.0,5.19999980926514,0.0,21.6000003814697,0.0,0.899999976158142,0.0,0.0
998,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
